# Genepanel: KFM Version: 01 Date: 2016-03-29 Post-processed: 2016-06-27
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
17	78109012	78120982	NM_014740.3	0	-	EIF4A3	KIAA0111,EIF4AIII	ENSG00000141543	ENST00000269349	78109288	78120760	78109012,78109802,78110026,78111184,78111940,78112819,78113468,78113806,78115117,78115580,78117970,78120591	78109305,78109930,78110134,78111300,78112079,78112961,78113549,78113939,78115180,78115647,78118043,78120982
19	42751712	42759316	NM_006494.3	0	-	ERF	PE-2,PE2	ENSG00000105722	ENST00000222329	42752616	42759151	42751712,42753978,42754482,42759129	42753890,42754094,42754717,42759316
8	72109667	72274467	NM_000503.5	0	-	EYA1		ENSG00000104313	ENST00000340726	72111574	72267140	72109667,72123390,72127621,72127848,72128926,72129199,72156837,72181974,72183992,72211281,72211872,72229786,72233968,72234433,72246331,72267016,72268696,72273881	72111655,72123491,72127743,72127963,72129087,72129258,72156927,72182058,72184132,72211468,72211955,72229924,72234114,72234503,72246409,72267144,72268746,72274467
8	38268655	38326352	NM_023110.2	0	-	FGFR1	H2,H3,H4,H5,CEK,FLG,BFGFR,N-SAM,CD331	ENSG00000077782	ENST00000447712	38271145	38314964	38268655,38271435,38271669,38272076,38272296,38273387,38274823,38275387,38275745,38277050,38279314,38282026,38283639,38285438,38285863,38287199,38314873,38325498	38271322,38271541,38271807,38272147,38272419,38273578,38274934,38275509,38275891,38277253,38279459,38282217,38283763,38285611,38285953,38287466,38315052,38326352
10	123237843	123357972	NM_000141.4	0	-	FGFR2	CEK3,TK14,TK25,ECT1,K-SAM,CD332	ENSG00000066468	ENST00000358487	123239370	123353331	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123276832,123279492,123298105,123310803,123324015,123324951,123353222,123357475	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123276977,123279683,123298229,123310973,123324093,123325218,123353481,123357972
4	1795038	1810599	NM_000142.4	0	+	FGFR3	CEK2,JTK4,CD333	ENSG00000068078	ENST00000440486	1795661	1808989	1795038,1795559,1800980,1801473,1803093,1803346,1803561,1805418,1806056,1806550,1807081,1807285,1807476,1807777,1807983,1808272,1808555,1808842	1795192,1795770,1801250,1801539,1803263,1803470,1803752,1805563,1806247,1806696,1807203,1807396,1807667,1807900,1808054,1808410,1808661,1810599
1	110091185	110138454	NM_006496.3	0	+	GNAI3	87U6	ENSG00000065135	ENST00000369851	110091342	110134855	110091185,110116358,110116517,110121825,110125058,110128837,110129350,110134664,110134966	110091460,110116401,110116659,110121983,110125187,110128967,110129504,110134877,110138454
1	24645811	24690970	NM_198174.2	0	+	GRHL3	SOM	ENSG00000158055	ENST00000350501	24646041	24690861	24645811,24657915,24661134,24662971,24663567,24664125,24664481,24666157,24668604,24669183,24669381,24671386,24673042,24673957,24676547,24690674	24646058,24658102,24661196,24663317,24663641,24664279,24664593,24666252,24668763,24669262,24669515,24671421,24673131,24674043,24676612,24690970
14	95234559	95236499	NM_173849.2	0	-	GSC		ENSG00000133937	ENST00000238558	95234827	95236352	95234559,95235294,95235997	95234986,95235554,95236499
2	219919141	219925238	NM_002181.3	0	-	IHH	HHG2,BDA1	ENSG00000163501	ENST00000295731	219919928	219925189	219919141,219922154,219924874	219920587,219922416,219925238
9	34652181	34661898	NM_001142784.2	0	+	IL11RA		ENSG00000137070	ENST00000441545	34655214	34661495	34652181,34655214,34655601,34656735,34657031,34657299,34657417,34658516,34659755,34660270,34660500,34660850,34661478	34652230,34655314,34655662,34656905,34657146,34657332,34657584,34658680,34659897,34660390,34660597,34660933,34661898
1	209958967	209979520	NM_006147.3	0	-	IRF6	OFC6,VWS1	ENSG00000117595	ENST00000367021	209961764	209974758	209958967,209963011,209963839,209965613,209968634,209969692,209974584,209975316,209979291	209961989,209963130,209964232,209965772,209968763,209969897,209974761,209975388,209979520
19	42829760	42882921	NM_001410.2	0	+	MEGF8	SBP1,FLJ22365	ENSG00000105429	ENST00000334370	42830395	42880927	42829760,42837756,42838158,42839186,42839448,42840082,42840958,42841235,42847628,42848105,42848592,42848821,42853650,42854299,42855367,42855580,42855799,42856359,42857079,42857616,42857926,42858739,42859909,42860234,42860486,42860925,42861555,42862295,42862938,42863249,42864926,42866241,42866535,42867199,42872606,42872994,42873682,42874340,42874852,42875501,42879658	42830582,42837920,42838365,42839367,42839537,42840498,42841104,42841358,42847783,42848225,42848737,42848985,42853851,42854536,42855486,42855712,42855913,42856608,42857279,42857827,42858176,42858872,42860157,42860345,42860605,42861133,42861736,42862459,42863106,42863394,42865158,42866365,42866749,42867414,42872814,42873154,42873875,42874511,42874983,42875634,42882921
4	4861391	4865660	NM_002448.3	0	+	MSX1	HYD1,OFC5	ENSG00000163132	ENST00000382723	4861626	4864870	4861391,4864427	4862095,4865660
5	174151574	174157902	NM_002449.4	0	+	MSX2	CRS2,FPP,HOX8,MSH,PFM	ENSG00000120149	ENST00000239243	174151662	174156586	174151574,174156161	174152041,174157902
20	21686296	21699124	NM_006192.4	0	+	PAX1		ENSG00000125813	ENST00000398485	21686350	21695441	21686296,21687075,21689195,21689859,21695118	21686636,21687705,21689338,21690082,21699124
20	9288446	9461462	NM_000933.3	0	+	PLCB4		ENSG00000101333	ENST00000378501	9288461	9459656	9288446,9317772,9318654,9319540,9343542,9346107,9351860,9352949,9353693,9360700,9364847,9368109,9370525,9371177,9374234,9376169,9382136,9388563,9389279,9389703,9391683,9400453,9401943,9404394,9416206,9417648,9424627,9424824,9433993,9438060,9440281,9449217,9453436,9453925,9457363,9459567	9288545,9317853,9318714,9319684,9343622,9346161,9351942,9353050,9353751,9360809,9365058,9368203,9370605,9371262,9374325,9376265,9382237,9388705,9389364,9389828,9391735,9400556,9402108,9404599,9416295,9417799,9424677,9424890,9434109,9438136,9440457,9449319,9453494,9454012,9457400,9461462
2	86253450	86333278	NM_015425.3	0	-	POLR1A	DKFZP586M0122,FLJ21915,RPO1-4,RPA1	ENSG00000068654	ENST00000409681	86254545	86332899	86253450,86255007,86255716,86257318,86258452,86259394,86260783,86265822,86266449,86267514,86269011,86270096,86271261,86272400,86272739,86274287,86276006,86276282,86279939,86281262,86292396,86297140,86302152,86304981,86305236,86307938,86308723,86310204,86315688,86315907,86316944,86325733,86327090,86332822	86254646,86255172,86255834,86257519,86258758,86259505,86260910,86265980,86266585,86267682,86269226,86270318,86271427,86272483,86272892,86274386,86276165,86276365,86280123,86281412,86292588,86297395,86302383,86305104,86305407,86308101,86308829,86310291,86315792,86315993,86317052,86325883,86327295,86333278
6	43484776	43489246	NM_203290.2	0	+	POLR1C	RPA40,RPA39,RPA5,RPAC1	ENSG00000171453	ENST00000372389	43484847	43489038	43484776,43485043,43487070,43487443,43487803,43488012,43488362,43488669,43488919	43484916,43485115,43487178,43487576,43487923,43488165,43488512,43488786,43489246
13	28195915	28197590	NM_015972.3	0	+	POLR1D	RPAC2,RPA16,RPO1-3,RPA9,MGC9850	ENSG00000186184	ENST00000302979	28196120	28197387	28195915,28197011	28196146,28197590
7	75544419	75616173	NM_000941.2	0	+	POR	CYPOR,FLJ26468	ENSG00000127948	ENST00000461988	75583310	75615799	75544419,75583306,75601730,75608768,75609656,75610365,75610834,75611541,75612837,75613055,75614094,75614375,75614896,75615240,75615476,75615654	75544497,75583498,75601779,75608897,75609806,75610490,75610924,75611640,75612954,75613174,75614276,75614525,75615167,75615386,75615559,75616173
11	119531702	119599435	NM_002855.4	0	-	PVRL1		ENSG00000110400	ENST00000264025	119535456	119599263	119531702,119545868,119547811,119548264,119549124,119599184	119536007,119546020,119547929,119548567,119549475,119599435
6	57051790	57086259	NM_183227.2	0	-	RAB23		ENSG00000112210	ENST00000468148	57055258	57075178	57051790,57058639,57059567,57061247,57072425,57075023,57086116	57055398,57058732,57059650,57061404,57072511,57075243,57086259
6	45296053	45518819	NM_001024630.3	0	+	RUNX2	AML3,PEBP2A1,PEBP2aA1	ENSG00000124813	ENST00000371438	45296463	45515042	45296053,45296397,45390329,45399599,45405683,45459677,45479982,45512953,45514563	45296197,45296521,45390694,45399756,45405788,45459851,45480144,45513019,45518819
16	51169885	51185183	NM_002968.2	0	-	SALL1	Hsal1,ZNF794	ENSG00000103449	ENST00000251020	51171022	51185152	51169885,51172594,51185076	51171459,51176056,51185183
20	50400582	50419048	NM_020436.3	0	-	SALL4	dJ1112F19.1,ZNF797	ENSG00000101115	ENST00000217086	50400803	50418947	50400582,50405399,50406560,50418817	50401223,50405680,50408891,50419048
7	82993221	83278479	NM_012431.2	0	-	SEMA3E	M-SemaK,KIAA0331,coll-5	ENSG00000170381	ENST00000307792	82996901	83277858	82993221,83014609,83016298,83021870,83023612,83025953,83029343,83031947,83034765,83035260,83036412,83037683,83047705,83095797,83098558,83119429,83277743	82997354,83014749,83016366,83022037,83023654,83026045,83029566,83032092,83034835,83035375,83036555,83037803,83047799,83095917,83098618,83119590,83278479
1	149895208	149900144	NM_005850.4	0	-	SF3B4	SAP49,SF3b49,Hsh49	ENSG00000143368	ENST00000271628	149895433	149899651	149895208,149895732,149897727,149898267,149899057,149899617	149895621,149895906,149897934,149898810,149899186,149900144
14	61111416	61116155	NM_005982.3	0	-	SIX1		ENSG00000126778	ENST00000247182	61113000	61115907	61111416,61115347	61113295,61116155
19	46268042	46272497	NM_175875.4	0	-	SIX5		ENSG00000177045	ENST00000317578	46268758	46272102	46268042,46269607,46271299	46269369,46270413,46272497
1	2160133	2241652	NM_003036.3	0	+	SKI		ENSG00000157933	ENST00000378536	2160205	2238204	2160133,2234416,2234723,2235278,2235731,2237458,2238015	2161174,2234542,2234839,2235541,2236024,2237689,2241652
20	2442280	2451499	NM_003091.3	0	-	SNRPB	COD,SmB/SmB',Sm-B/B',snRNP-B	ENSG00000125835	ENST00000381342	2442574	2451336	2442280,2443281,2443734,2444392,2446353,2448252,2451333	2442585,2443407,2443873,2444545,2446465,2448404,2451499
2	203070902	203103322	NM_003352.4	0	-	SUMO1	PIC1,GMP1,SMT3C,SUMO-1,SMT3H3,OFC10	ENSG00000116030	ENST00000392246	203071975	203103174	203070902,203075457,203079079,203084754,203103162	203072044,203075529,203079157,203084829,203103322
22	19744225	19754855	NM_080647.1	0	+	TBX1	CATCH22	ENSG00000184058	ENST00000332710	19747166	19754390	19744225,19747080,19748427,19750763,19751677,19752480,19753280,19753424,19753911	19744268,19747200,19748803,19750865,19751849,19752636,19753348,19753525,19754855
15	57210832	57580714	NM_207036.1	0	+	TCF12	HEB,HTF4,HsT17266,bHLHb20	ENSG00000140262	ENST00000438423	57212111	57574785	57210832,57212099,57213223,57355947,57383986,57458599,57484355,57489970,57523349,57524488,57524909,57526240,57535669,57543547,57544618,57545459,57554291,57555309,57565227,57574642,57578354	57211104,57212186,57213296,57356021,57384089,57458664,57484491,57490023,57523455,57524628,57525054,57526305,57535748,57543621,57544690,57545666,57554406,57555472,57565460,57574796,57580714
5	149737201	149779871	NM_001135243.1	0	+	TCOF1	treacle,TCS	ENSG00000070814	ENST00000377797	149737309	149778611	149737201,149740718,149743675,149747406,149748278,149749091,149751568,149753736,149754179,149754516,149754901,149755283,149755644,149755985,149758467,149758791,149759094,149767464,149769449,149771106,149771519,149772270,149772934,149775844,149777916,149778584,149779372	149737417,149740774,149743815,149747480,149748465,149749165,149751799,149753949,149754374,149754726,149755117,149755472,149755893,149756183,149758605,149758971,149759295,149767651,149769586,149771220,149771739,149772353,149773115,149776405,149778014,149778633,149779871
13	95226307	95248529	NM_014305.3	0	-	TGDS	TDPGD,SDR2E1	ENSG00000088451	ENST00000261296	95227035	95248390	95226307,95228567,95229624,95230258,95230983,95232147,95233344,95235347,95243106,95244494,95246094,95248304	95227106,95228665,95229683,95230424,95231027,95232207,95233443,95235490,95243197,95244563,95246161,95248529
3	189349215	189615068	NM_003722.4	0	+	TP63	p51,SHFM4,EEC3,p63,p73L,OFC8,KET,p73H,NBP,p53CP	ENSG00000073282	ENST00000264731	189349304	189612291	189349215,189455528,189456430,189526060,189582020,189584470,189585621,189586368,189587112,189590647,189604182,189607128,189608577,189611994	189349366,189455657,189456563,189526315,189582207,189584586,189585731,189586505,189587195,189590784,189604340,189607273,189608671,189615068
7	19155090	19157295	NM_000474.3	0	-	TWIST1	SCS,H-twist,BPES2,bHLHa38,CRS1	ENSG00000122691	ENST00000242261	19156335	19156944	19155090,19156293	19155754,19157295
18	77732220	77748592	NM_006701.3	0	-	TXNL4A	U5-15kD,DIM1,HsT161,DIB1,SNRNP15	ENSG00000141759	ENST00000269601	77733684	77748392	77732220,77737597,77748239	77733856,77737701,77748592
17	16284410	16286059	NM_001281720.1	0	+	UBB	MGC8385,FLJ25987	ENSG00000170315	ENST00000302182	16285221	16285911	16284410,16285215	16284429,16286059
2	20110028	20189884	NM_001006657.1	0	-	WDR35	MGC33196,KIAA1336,IFT121,IFTA1	ENSG00000118965	ENST00000345530	20113318	20189776	20110028,20113797,20130156,20131029,20132043,20133161,20135231,20135979,20137503,20138025,20141519,20145546,20146221,20147924,20151175,20153594,20160314,20162055,20166484,20169240,20173323,20174228,20175290,20178511,20180451,20182223,20188925,20189752	20113469,20114038,20130313,20131170,20132208,20133272,20135364,20136126,20137707,20138162,20141600,20145757,20146331,20147978,20151245,20153739,20160375,20162088,20166670,20169366,20173469,20174394,20175424,20178640,20180544,20182295,20189043,20189884
3	147127180	147134506	NM_003412.3	0	+	ZIC1	ZIC,ZNF201	ENSG00000152977	ENST00000282928	147127899	147131338	147127180,147130304,147131140	147128881,147130468,147134506
