# Genepanel: Bindevev Version: 03 Date: 2016-06-16 Post-processed: 2016-06-21
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
7	94023872	94060544	NM_000089.3	0	+	COL1A2		ENSG00000164692	ENST00000297268	94024343	94059705	94023872,94027059,94027693,94028360,94029507,94030878,94033867,94034004,94034150,94034510,94034984,94035561,94037158,94037494,94037647,94038081,94038633,94038875,94039034,94039553,94039731,94040200,94040367,94041379,94041895,94042394,94043001,94043205,94043533,94044537,94045716,94047035,94047810,94048809,94049544,94049702,94049852,94050320,94051210,94052268,94053647,94054428,94054921,94055061,94055309,94055734,94056319,94056499,94056938,94057604,94058499,94059558	94024413,94027070,94027708,94028396,94029600,94030932,94033912,94034058,94034204,94034564,94035038,94035615,94037203,94037548,94037692,94038135,94038732,94038920,94039133,94039607,94039839,94040254,94040466,94041433,94041994,94042448,94043055,94043259,94043587,94044582,94045815,94047143,94047864,94048863,94049598,94049756,94049960,94050374,94051264,94052430,94053755,94054536,94054975,94055169,94055363,94055842,94056373,94056607,94057197,94057789,94058742,94060544
12	48366747	48398285	NM_001844.4	0	-	COL2A1	STL1	ENSG00000139219	ENST00000380518	48367189	48398104	48366747,48367871,48368457,48369099,48369745,48370296,48370594,48370884,48371102,48371382,48371792,48372073,48372379,48373293,48373791,48374336,48374697,48375125,48375558,48375889,48376284,48376630,48376875,48377167,48377465,48377869,48378328,48378777,48379316,48379510,48379694,48380118,48380617,48380860,48381051,48381393,48383010,48383543,48386660,48387240,48387591,48387776,48388206,48389037,48389492,48389657,48390330,48391388,48391653,48391814,48391951,48392197,48393701,48398019	48367336,48368114,48368645,48369388,48369853,48370350,48370702,48370938,48371210,48371436,48371900,48372181,48372541,48373347,48373845,48374444,48374751,48375179,48375612,48375943,48376392,48376729,48376920,48377221,48377519,48377923,48378382,48378876,48379370,48379609,48379748,48380226,48380671,48380959,48381096,48381492,48383064,48383588,48386714,48387285,48387645,48387830,48388260,48389091,48389546,48389702,48390408,48391490,48391707,48391847,48391984,48392214,48393908,48398285
2	189839098	189877472	NM_000090.3	0	+	COL3A1		ENSG00000168542	ENST00000304636	189839215	189876500	189839098,189849485,189849922,189850390,189851784,189852806,189853315,189854121,189854821,189855032,189855729,189856212,189856394,189856909,189857612,189858086,189858763,189858959,189859266,189859449,189859771,189860417,189860850,189861123,189861890,189862061,189862425,189862991,189863399,189864010,189864195,189864567,189866122,189866261,189867023,189867680,189868136,189868459,189868707,189868982,189870075,189870931,189871070,189871662,189872225,189872610,189872760,189873649,189874903,189875373,189876353	189839294,189849688,189849973,189850504,189851865,189852860,189853369,189854175,189854875,189855086,189855783,189856257,189856448,189856954,189857666,189858185,189858808,189859058,189859320,189859557,189859825,189860516,189860904,189861222,189861944,189862115,189862479,189863045,189863444,189864109,189864303,189864621,189866176,189866315,189867077,189867788,189868190,189868513,189868869,189869090,189870183,189870985,189871178,189871716,189872333,189872664,189872868,189873947,189875091,189875616,189877472
X	107683073	107940775	NM_000495.4	0	+	COL4A5		ENSG00000188153	ENST00000361603	107683355	107939608	107683073,107782975,107802293,107807111,107811858,107811988,107814642,107815040,107816803,107819139,107821181,107821307,107821520,107823762,107823911,107824212,107826113,107827713,107829844,107834287,107834790,107838738,107840227,107840606,107841931,107844622,107845114,107846193,107849971,107858140,107863488,107865032,107865905,107867465,107868934,107869439,107898560,107908736,107909725,107910362,107911548,107920729,107923908,107924114,107924989,107929260,107930711,107935977,107938036,107938496,107939526	107683436,107783035,107802383,107807156,107811903,107812051,107814696,107815067,107816884,107819202,107821217,107821349,107821613,107823816,107823968,107824257,107826167,107827755,107829977,107834461,107834874,107838831,107840298,107840798,107842100,107844715,107845219,107846291,107850122,107858254,107863656,107865122,107866055,107867564,107869024,107869579,107898687,107908817,107909824,107910413,107911734,107920863,107923981,107924186,107925118,107929359,107930924,107936155,107938151,107938669,107940775
9	137533650	137736688	NM_000093.4	0	+	COL5A1		ENSG00000130635	ENST00000371817	137534033	137734149	137533650,137582757,137591754,137593016,137619111,137620515,137622081,137623341,137623916,137630319,137630591,137642387,137642635,137644434,137645695,137646118,137648610,137650088,137653770,137655538,137657526,137658299,137658845,137659155,137660255,137664635,137666704,137671947,137674512,137676834,137677840,137681000,137686927,137687107,137688219,137688693,137690253,137693799,137694733,137696820,137697006,137698034,137701028,137702100,137703184,137703337,137704294,137704450,137705828,137706642,137707421,137707780,137708871,137709623,137710501,137710693,137710845,137711961,137713942,137714843,137715261,137716445,137717637,137721821,137726816,137734002	137534142,137582925,137591968,137593179,137619243,137620653,137622321,137623509,137623973,137630361,137630654,137642462,137642728,137644491,137645749,137646172,137648664,137650142,137653824,137655583,137657580,137658344,137658899,137659200,137660309,137664680,137666758,137671992,137674566,137676942,137677894,137681054,137686972,137687161,137688264,137688747,137690307,137693853,137694841,137696910,137697060,137698142,137701136,137702154,137703238,137703445,137704348,137704558,137705882,137706750,137707475,137707834,137708925,137709677,137710609,137710747,137710899,137712069,137713996,137714879,137715315,137716701,137717750,137721890,137727050,137736688
2	189896640	190044605	NM_000393.3	0	-	COL5A2		ENSG00000204262	ENST00000374866	189898795	190044330	189896640,189899641,189901341,189903997,189906311,189907445,189907876,189909904,189910525,189912934,189914072,189915294,189916045,189916897,189917474,189917636,189918149,189918620,189918884,189921698,189922045,189923154,189923574,189925455,189926287,189927590,189927735,189927897,189928705,189929282,189929729,189931115,189931454,189932740,189932951,189933511,189936765,189940118,189943241,189943788,189944703,189945715,189948709,189949885,189950444,189951451,189953420,189957035,189962002,189963452,189964832,189968989,189974950,190044233	189898942,189899881,189901529,189904289,189906419,189907499,189907984,189909958,189910633,189912988,189914180,189915402,189916207,189916951,189917528,189917744,189918203,189918674,189918938,189921752,189922153,189923253,189923619,189925509,189926341,189927644,189927789,189927996,189928759,189929381,189929783,189931223,189931508,189932839,189932996,189933610,189936819,189940163,189943295,189943833,189944757,189945769,189948763,189949939,189950498,189951496,189953498,189957146,189962056,189963485,189964865,189969003,189975175,190044605
11	65633911	65640405	NM_016938.4	0	-	EFEMP2	FBLN4,UPH1	ENSG00000172638	ENST00000307998	65634388	65639825	65633911,65635331,65635765,65635980,65637327,65637591,65638006,65638627,65639440,65639714,65640153	65634550,65635527,65635892,65636100,65637447,65637708,65638129,65638834,65639489,65639832,65640405
7	73442118	73484236	NM_000501.3	0	+	ELN	WBS,WS,SVAS	ENSG00000049540	ENST00000252034	73442517	73483030	73442118,73449693,73450884,73452036,73455545,73456943,73457313,73457447,73458208,73459551,73460517,73461025,73462004,73462471,73462832,73466079,73466253,73467492,73469045,73470600,73471001,73471969,73474215,73474469,73474705,73475430,73477482,73477639,73477950,73480023,73480273,73481061,73482986	73442599,73449744,73450914,73452069,73455581,73457036,73457364,73457498,73458250,73459623,73460547,73461097,73462046,73462531,73462886,73466169,73466313,73467639,73469099,73470765,73471043,73472026,73474377,73474514,73474831,73475469,73477554,73477699,73478025,73480062,73480327,73481106,73484236
14	92335754	92414046	NM_006329.3	0	-	FBLN5	EVEC,UP50,DANCE,ARMD3	ENSG00000140092	ENST00000342058	92336567	92413573	92335754,92343830,92347635,92349297,92353536,92357564,92361293,92403290,92406908,92409250,92413556	92336729,92344026,92347762,92349420,92353656,92357681,92361416,92403545,92406960,92409305,92414046
15	48700502	48937985	NM_000138.4	0	-	FBN1	MASS,OCTD,SGS	ENSG00000166147	ENST00000316623	48703186	48936966	48700502,48704765,48707732,48712883,48713754,48714148,48717565,48717935,48719763,48720542,48722867,48725062,48726790,48729157,48729518,48729964,48733917,48736737,48737572,48738902,48740964,48744758,48748833,48752442,48755278,48756095,48757764,48757986,48760134,48760608,48762830,48764747,48766451,48766724,48773851,48776014,48777570,48779271,48779508,48780309,48780564,48782047,48784657,48786400,48787319,48787665,48788296,48789462,48791181,48795983,48797221,48800778,48802240,48805745,48807583,48808379,48812855,48818326,48826276,48829807,48888479,48892335,48902924,48905206,48936802,48937771	48703576,48704940,48707964,48713003,48713883,48714265,48717688,48718061,48719970,48720668,48722999,48725185,48726910,48729274,48729584,48730114,48734043,48736857,48737701,48739019,48741090,48744881,48748959,48752514,48755437,48756218,48757890,48758055,48760299,48760731,48762953,48764873,48766574,48766847,48773977,48776140,48777693,48779397,48779634,48780438,48780690,48782275,48784783,48786451,48787457,48787785,48788422,48789588,48791235,48796136,48797344,48800901,48802366,48805865,48807724,48808559,48813014,48818452,48826402,48830005,48888575,48892431,48903023,48905289,48937147,48937985
5	127593600	127873735	NM_001999.3	0	-	FBN2	DA9	ENSG00000138829	ENST00000262464	127595146	127873296	127593600,127597427,127599116,127607690,127609531,127610258,127611729,127613571,127614326,127615883,127622409,127622999,127624129,127624818,127625573,127626423,127627220,127636508,127637073,127638664,127640648,127641202,127641514,127642826,127644938,127645674,127646991,127647576,127648325,127653840,127654570,127664387,127666264,127668603,127670410,127670861,127671146,127671679,127673688,127674624,127680076,127681048,127685038,127685646,127686559,127692967,127697415,127700292,127702069,127704874,127710320,127712423,127713444,127714463,127727710,127728827,127730814,127744366,127782173,127800416,127854965,127863564,127866287,127872094,127873042	127595521,127597599,127599348,127607810,127609660,127610375,127611852,127613697,127614533,127616009,127622541,127623122,127624249,127624944,127625639,127626576,127627346,127636628,127637202,127638781,127640774,127641328,127641640,127642895,127645091,127645800,127647117,127647645,127648487,127653963,127654693,127664513,127666387,127668726,127670536,127670987,127671269,127671805,127673814,127674753,127680202,127681276,127685164,127685697,127686697,127693087,127697541,127700418,127702123,127705027,127710443,127712546,127713570,127714583,127727848,127729061,127730967,127744492,127782299,127800614,127855061,127863660,127866386,127872177,127873735
7	30050198	30066417	NM_017946.3	0	-	FKBP14	FLJ20731,FKBP22	ENSG00000106080	ENST00000222803	30054350	30066124	30050198,30058611,30062280,30065927	30054509,30058739,30062432,30066417
1	47881743	47883724	NM_012186.2	0	+	FOXE3	FREAC8	ENSG00000186790	ENST00000335071	47881987	47882947	47881743	47883724
14	74964885	75079034	NM_000428.2	0	-	LTBP2		ENSG00000119681	ENST00000261978	74967586	75078647	74964885,74968143,74969355,74969921,74970171,74970628,74971480,74971685,74972750,74973400,74973881,74974675,74975306,74975532,74975940,74976436,74976793,74977947,74983524,74988613,74989492,74991826,74992777,74994049,74995185,74995660,74999128,75002628,75016565,75017766,75018889,75019594,75022205,75052556,75070337,75078153	74967732,74968293,74969637,74970089,74970309,74970757,74971564,74971877,74972894,74973526,74974013,74974798,74975432,74975655,74976066,74976562,74976916,74978067,74983644,74988742,74989621,74991928,74992817,74994069,74995401,74995825,74999251,75002703,75016668,75018053,75019096,75019765,75022396,75052821,75070408,75079034
19	41099071	41135725	NM_003573.2	0	+	LTBP4	LTBP-4,LTBP-4L,FLJ46318,FLJ90018	ENSG00000090006	ENST00000204005	41099071	41135455	41099071,41105102,41105307,41105973,41110940,41111310,41111634,41112138,41112309,41113270,41114125,41114389,41115435,41115651,41116437,41117057,41117764,41117978,41118970,41119309,41119821,41120220,41122794,41123005,41125251,41128305,41128854,41129508,41129840,41131761,41132879,41133609,41135300	41099087,41105161,41105462,41106083,41111132,41111558,41111737,41112213,41112432,41113435,41114275,41114509,41115567,41115777,41116563,41117300,41117890,41118098,41119102,41119435,41119944,41120352,41122926,41123130,41125398,41128572,41128926,41129637,41129987,41131914,41133260,41133762,41135725
X	70338405	70362304	NM_005120.2	0	+	MED12	CAGH45,HOPA,OPA1,TRAP230,KIAA0192,OKS	ENSG00000184634	ENST00000333646	70338604	70362068	70338405,70339222,70339535,70339863,70340820,70341176,70341411,70342049,70342357,70342587,70342944,70343443,70344008,70344613,70344825,70345200,70345512,70345885,70346190,70346818,70347185,70347742,70348145,70348447,70348963,70349165,70349529,70349884,70351399,70351922,70352226,70352694,70352972,70354206,70354562,70354941,70356130,70356728,70357036,70357407,70357575,70360484,70361079,70361732,70362024	70338703,70339327,70339727,70340020,70341002,70341287,70341666,70342196,70342457,70342724,70343076,70343570,70344238,70344694,70344996,70345345,70345563,70346004,70346334,70346982,70347317,70347970,70348290,70348568,70349065,70349279,70349705,70350064,70351471,70352056,70352388,70352806,70353062,70354316,70354698,70355103,70356505,70356879,70357233,70357485,70357793,70360707,70361220,70361814,70362304
12	8798538	8815484	NM_003480.3	0	-	MFAP5	MAGP2,MP25	ENSG00000197614	ENST00000359478	8800686	8814700	8798538,8802096,8803097,8804257,8807032,8808010,8808381,8813458,8814642,8815222	8800799,8802170,8803185,8804287,8807077,8808043,8808426,8813494,8814702,8815484
16	15796991	15950887	NM_002474.2	0	-	MYH11	SMMHC,SMHC	ENSG00000133392	ENST00000300036	15797847	15932109	15796991,15808765,15809020,15810996,15812171,15813076,15813441,15814007,15814695,15815278,15818017,15818503,15818744,15820704,15826420,15829222,15831305,15832421,15833907,15835319,15835616,15838985,15841426,15841730,15841903,15843994,15847250,15850197,15851683,15853432,15854396,15857652,15865425,15869934,15872636,15876241,15880486,15892516,15917111,15931764,15950797	15797980,15808938,15809129,15811205,15812295,15813165,15813570,15814169,15814908,15815491,15818266,15818656,15818849,15820911,15826565,15829435,15831477,15832545,15834045,15835526,15835748,15839094,15841587,15841800,15842025,15844188,15847365,15850371,15851857,15853585,15854515,15857748,15865569,15870033,15872700,15876334,15880589,15892544,15917268,15932126,15950887
3	123331142	123603149	NM_053025.3	0	-	MYLK	MLCK,smMLCK,MYLK1,MLCK1	ENSG00000065534	ENST00000360304	123332951	123512688	123331142,123337485,123339053,123345664,123348320,123356917,123359133,123366070,123367817,123368008,123375972,123382951,123385065,123385983,123401070,123411581,123418866,123420284,123426600,123427544,123428602,123440974,123444790,123451742,123452533,123454244,123456224,123457743,123458799,123471177,123512523,123550394,123595405,123603052	123333196,123337617,123339183,123345788,123348473,123357041,123359351,123366274,123367911,123368041,123376275,123383105,123385193,123386034,123401157,123411698,123419852,123420356,123426850,123427742,123428740,123441127,123444925,123451949,123453069,123454263,123456390,123457909,123458848,123471385,123512691,123550517,123595464,123603149
9	139388895	139440238	NM_017617.3	0	-	NOTCH1		ENSG00000148400	ENST00000277541	139390522	139440238	139388895,139393350,139393563,139395003,139396199,139396452,139396723,139397633,139399124,139399761,139400978,139401167,139401756,139402406,139402683,139403321,139404184,139405104,139405603,139407472,139407843,139408961,139409741,139409934,139410432,139411723,139412203,139412588,139413042,139413894,139417301,139418168,139438475,139440177	139392010,139393448,139393711,139395299,139396365,139396540,139396940,139397782,139399556,139400333,139401091,139401425,139401889,139402591,139402837,139403523,139404413,139405257,139405723,139407586,139407989,139409154,139409852,139410168,139410546,139411837,139412389,139412744,139413276,139414017,139417640,139418431,139438554,139440238
1	11994723	12035599	NM_000302.3	0	+	PLOD1	LH1	ENSG00000083444	ENST00000196061	11994836	12034865	11994723,12008032,12009829,12010413,12012679,12014886,12016973,12017898,12018572,12020702,12023588,12024231,12024700,12025536,12026307,12027043,12030726,12032928,12034709	11994912,12008124,12009963,12010577,12012792,12014950,12017071,12018000,12018704,12020824,12023693,12024357,12024842,12025650,12026373,12027148,12030873,12033054,12035599
10	52834233	54058110	NM_006258.3	0	+	PRKG1	PGK,PKG	ENSG00000185532	ENST00000373980	52834350	54053660	52834233,52912923,53227482,53564344,53667266,53814243,53822296,53893599,53921648,54011329,54031109,54032151,54040548,54041912,54048485,54048690,54049983,54053561	52834661,52913090,53227596,53564450,53667330,53814321,53822391,53893665,53921723,54011426,54031249,54032241,54040690,54042076,54048608,54048753,54050050,54058110
17	79890261	79895133	NM_006907.3	0	-	PYCR1	P5C	ENSG00000183010	ENST00000329875	79891089	79894690	79890261,79892201,79892528,79892801,79893212,79893998,79894623	79891252,79892365,79892621,79893023,79893392,79894069,79895133
20	19870209	19983103	NM_018993.3	0	+	RIN2	RASSF4	ENSG00000132669	ENST00000255006	19870245	19981580	19870209,19915742,19937258,19941343,19945595,19951481,19955297,19970649,19972811,19977322,19981256	19870302,19915843,19937451,19941455,19945668,19951573,19956431,19970955,19972943,19977486,19983103
1	2160133	2241652	NM_003036.3	0	+	SKI		ENSG00000157933	ENST00000378536	2160205	2238204	2160133,2234416,2234723,2235278,2235731,2237458,2238015	2161174,2234542,2234839,2235541,2236024,2237689,2241652
20	45338278	45364985	NM_030777.3	0	+	SLC2A10	GLUT10	ENSG00000197496	ENST00000359271	45338375	45362473	45338278,45353679,45355502,45357991,45362394	45338379,45354963,45355625,45358127,45364985
11	47430045	47438051	NM_152264.4	0	+	SLC39A13	FLJ25785	ENSG00000165915	ENST00000354884	47431645	47436914	47430045,47431616,47433476,47433896,47434950,47435147,47435975,47436327,47436610,47436838	47430213,47431946,47433590,47434018,47435058,47435237,47436026,47436460,47436710,47438051
18	45359465	45456970	NM_005901.5	0	-	SMAD2	MADR2,JV18-1	ENSG00000175387	ENST00000262160	45368197	45423127	45359465,45371710,45372033,45374845,45377644,45391429,45394693,45395613,45396845,45422891,45456731	45368321,45371855,45372171,45375058,45377698,45391504,45394828,45395807,45396935,45423180,45456970
15	67358194	67487533	NM_005902.3	0	+	SMAD3	JV15-2,HsT17436	ENSG00000166949	ENST00000327367	67358492	67482874	67358194,67457232,67457590,67459116,67462891,67473578,67477064,67479702,67482750	67358698,67457426,67457722,67459191,67462942,67473791,67477202,67479847,67487533
19	41836435	41859838	NM_000660.5	0	-	TGFB1	CED,TGFbeta	ENSG00000105329	ENST00000221930	41836956	41858949	41836435,41838032,41847787,41848074,41850651,41854199,41858594	41837115,41838186,41847935,41848152,41850769,41854360,41859838
1	218518675	218617961	NM_003238.3	0	+	TGFB2		ENSG00000092969	ENST00000366930	218520043	218614704	218518675,218578510,218607423,218607679,218609311,218610684,218614545	218520389,218578674,218607556,218607790,218609489,218610838,218617961
14	76424439	76448365	NM_003239.3	0	-	TGFB3		ENSG00000119699	ENST00000238682	76425529	76447236	76424439,76427265,76429658,76431930,76437468,76437897,76446884	76425688,76427419,76429830,76432038,76437598,76438061,76448365
9	101867411	101916473	NM_004612.2	0	+	TGFBR1	ALK-5,ACVRLK4	ENSG00000106799	ENST00000374994	101867487	101911587	101867411,101891136,101894790,101900140,101904817,101907013,101908766,101909935,101911461	101867584,101891382,101895021,101900371,101904985,101907170,101908891,101910066,101916473
3	30647993	30735633	NM_003242.5	0	+	TGFBR2		ENSG00000163513	ENST00000295754	30648375	30733091	30647993,30686238,30691761,30713129,30715596,30729875,30732911	30648469,30686407,30691952,30713929,30715738,30730003,30735633
